AnnualIncome,Investments,Deductions,HRA,Age,EmploymentType,MaritalStatus,TaxLiability,TaxBurdenRatio,TaxSavings,StandardDeduction,EffectiveStrategy
805974.57,116138.31,61698.29,277098.06,30,Private,Married,5254.08,0.0065,246209.99,50000,Standard_Planning
2006749.95,16857.0,18855.0,283311.8,74,Private,Married,253570.56,0.1264,372535.43,50000,Senior_Planning
1453934.54,136069.0,69496.0,1787.93,24,Self-Employed,Single,129288.98,0.0889,324338.6,0,Aggressive_Tax_Planning
1543949.66,61150.0,24633.0,415576.49,64,Retired,Single,86858.76,0.0563,394853.54,0,Senior_Planning
300000.0,51802.74,49119.12,56124.99,60,Retired,Married,0.0,0.0,93600.0,0,Senior_Planning
856211.36,61714.16,54564.34,201247.75,49,Private,Married,17023.25,0.0199,250114.69,50000,Standard_Planning
555794.0,19839.29,13801.1,32081.41,43,Self-Employed,Married,12483.75,0.0225,160923.98,0,Standard_Planning
1147171.56,89330.0,54155.0,320747.72,21,Business,Single,32025.64,0.0279,325891.89,0,Aggressive_Tax_Planning
1268143.04,96671.0,14491.0,75146.05,52,Private,Married,95021.68,0.0749,300638.95,50000,Aggressive_Tax_Planning
350256.71,43640.54,47855.87,47655.28,27,Private,Single,0.0,0.0,109280.09,50000,Standard_Planning
2504897.23,60911.0,17492.0,721952.26,57,Government,Married,258817.1,0.1033,522710.84,50000,High_Income_Strategy
1208183.28,12451.0,9961.0,420390.96,46,Government,Married,41399.33,0.0343,335553.85,50000,Aggressive_Tax_Planning
1253035.3,68828.0,8913.0,127489.38,28,Private,Married,87943.42,0.0702,303003.59,50000,Aggressive_Tax_Planning
1868751.78,16531.0,85680.0,395634.68,60,Private,Married,161435.59,0.0864,421614.97,50000,Senior_Planning
2028429.38,63108.0,62881.0,24046.82,37,Private,Single,313058.79,0.1543,319811.18,50000,High_Income_Strategy
981681.61,80568.46,78463.8,139278.78,20,Private,Married,32070.54,0.0327,274214.12,50000,Standard_Planning
692726.25,37927.56,15744.48,260537.73,24,Private,Single,6682.86,0.0096,209447.73,50000,Standard_Planning
1440176.01,109262.0,79331.0,398764.26,36,Private,Married,55039.73,0.0382,394295.19,50000,Aggressive_Tax_Planning
2102631.28,40896.0,9229.0,341280.25,67,Private,Married,260902.52,0.1241,395118.44,50000,Senior_Planning
2469140.95,96134.0,61896.0,214834.1,64,Private,Married,381038.38,0.1543,389333.6,50000,Senior_Planning
772794.69,5555.36,78839.65,300360.36,40,Private,Single,7178.04,0.0093,233933.9,50000,Standard_Planning
1287467.66,101166.0,75074.0,368323.33,67,Government,Married,38262.05,0.0297,363427.86,50000,Senior_Planning
1817309.6,70593.0,53358.0,123054.42,62,Government,Married,216934.9,0.1194,350065.69,50000,Senior_Planning
397636.43,33837.84,1068.2,22381.38,60,Self-Employed,Married,4698.15,0.0118,119364.42,0,Senior_Planning
1406808.08,95233.0,12968.0,411580.13,43,Private,Married,60376.21,0.0429,378547.92,50000,Aggressive_Tax_Planning
653572.97,60353.9,72643.6,138356.62,70,Private,Married,6875.38,0.0105,197039.38,50000,Senior_Planning
1077476.91,51596.0,35392.0,328434.29,30,Private,Married,29853.68,0.0277,306319.12,50000,Aggressive_Tax_Planning
884939.15,110666.81,11804.91,279009.99,57,Self-Employed,Married,12139.79,0.0137,263961.23,0,Standard_Planning
1684062.21,61174.0,66920.0,406990.56,69,Business,Married,108987.35,0.0647,416440.06,0,Senior_Planning
1542205.31,68592.0,79112.0,385690.93,27,Business,Single,79832.56,0.0518,401335.5,0,High_Income_Strategy
946236.95,136724.28,3407.74,98673.79,22,Private,Single,34572.84,0.0365,260653.09,50000,Standard_Planning
1333348.17,133175.0,38057.0,461705.57,72,Private,Married,33842.7,0.0254,382161.93,50000,Senior_Planning
1251962.8,7860.0,75464.0,240424.37,57,Private,Married,66801.45,0.0534,323810.94,50000,Aggressive_Tax_Planning
1395254.23,121527.0,97027.0,92169.24,70,Government,Married,95582.45,0.0685,339736.87,50000,Senior_Planning
1048983.23,146879.0,83075.0,103134.01,33,Private,Married,35453.1,0.0338,291829.67,50000,Aggressive_Tax_Planning
1425898.7,129707.0,40171.0,461733.42,52,Private,Married,45908.82,0.0322,398971.58,50000,Aggressive_Tax_Planning
843898.5,132681.2,50861.51,22055.44,33,Private,Married,27383.24,0.0324,235913.1,50000,Standard_Planning
841527.93,19882.26,38426.48,260955.33,56,Private,Married,15315.44,0.0182,247241.27,50000,Standard_Planning
446786.87,60419.68,20989.17,72938.49,65,Self-Employed,Married,2206.86,0.0049,137190.65,0,Senior_Planning
1590872.67,122608.0,43516.0,161481.09,26,Private,Married,133449.57,0.0839,362902.7,50000,High_Income_Strategy
2275347.47,92354.0,24319.0,523213.37,45,Government,Married,237263.87,0.1043,472644.55,50000,High_Income_Strategy
1968330.69,111132.0,6932.0,558298.41,31,Private,Married,140911.75,0.0716,473207.42,50000,High_Income_Strategy
482980.19,38726.09,22269.21,106920.12,27,Government,Single,3383.37,0.007,147306.45,50000,Standard_Planning
3118157.97,26526.0,84238.0,1228044.31,45,Self-Employed,Married,282157.09,0.0905,690708.19,0,High_Income_Strategy
2142492.06,121021.0,73742.0,573902.8,41,Business,Married,162194.83,0.0757,506262.69,0,High_Income_Strategy
1433936.67,103731.0,80131.0,217260.45,41,Private,Married,84825.36,0.0592,362562.88,50000,Aggressive_Tax_Planning
650157.23,76235.16,30186.28,73071.84,22,Private,Single,11474.53,0.0176,191374.53,50000,Standard_Planning
1827094.32,52532.0,90188.0,336471.51,47,Government,Married,155454.73,0.0851,414598.7,50000,High_Income_Strategy
1556209.57,55272.0,77443.0,467665.12,61,Private,Married,71109.39,0.0457,414427.99,50000,Senior_Planning
2572720.11,109673.0,42552.0,253126.09,52,Private,Married,403219.13,0.1567,399469.54,50000,High_Income_Strategy
1891456.72,8304.0,84685.0,386262.89,40,Government,Married,172173.26,0.091,417961.24,50000,High_Income_Strategy
1540786.66,127226.0,38915.0,261451.31,23,Private,Single,101544.42,0.0659,379181.01,50000,High_Income_Strategy
2215548.53,25148.0,22141.0,508364.21,56,Government,Single,244887.34,0.1105,446363.8,50000,High_Income_Strategy
745794.86,108361.83,14997.6,107684.66,42,Private,Married,14534.08,0.0195,218153.92,50000,Standard_Planning
1429679.02,62018.0,68672.0,84219.38,28,Self-Employed,Married,122672.08,0.0858,323387.77,0,Aggressive_Tax_Planning
1270749.58,72553.0,32091.0,68233.77,33,Private,Single,98357.34,0.0774,298116.53,50000,Aggressive_Tax_Planning
449828.26,74979.67,14133.63,94716.65,70,Private,Single,831.91,0.0018,139514.5,50000,Senior_Planning
461849.45,8796.56,31710.11,150009.64,28,Private,Single,1109.32,0.0024,142987.71,50000,Standard_Planning
1699069.86,115862.0,71386.0,339622.97,36,Private,Married,113817.37,0.067,416292.43,50000,High_Income_Strategy
1310383.48,63266.0,50805.0,446287.19,70,Private,Married,39003.95,0.0298,369835.7,50000,Senior_Planning
1274976.41,39102.0,58238.0,372863.99,30,Government,Single,47544.5,0.0373,350248.14,50000,Aggressive_Tax_Planning
949839.14,59679.25,2208.63,345984.86,45,Private,Married,17364.51,0.0183,278985.31,50000,Standard_Planning
1725868.4,63373.0,63946.0,245254.97,56,Private,Married,156856.55,0.0909,381614.39,50000,High_Income_Strategy
2310016.75,45687.0,95937.0,36224.45,60,Private,Married,392236.51,0.1698,328488.72,50000,Senior_Planning
607641.67,46354.16,50493.73,135352.85,75,Retired,Married,6522.93,0.0107,183061.27,0,Senior_Planning
1154589.77,10914.0,21289.0,255653.54,30,Self-Employed,Married,57210.38,0.0496,303021.62,0,Aggressive_Tax_Planning
979724.26,23349.82,68976.91,272888.8,73,Government,Married,24908.91,0.0254,280765.06,50000,Senior_Planning
2055616.87,138538.0,78664.0,806212.7,66,Private,Married,84698.05,0.0412,556654.41,50000,Senior_Planning
1048773.1,142619.0,13348.0,351176.21,20,Business,Single,17329.51,0.0165,309887.7,0,Aggressive_Tax_Planning
1803175.88,139260.0,1156.0,278936.1,64,Private,Single,164794.18,0.0914,397796.69,50000,Senior_Planning
1578786.1,53617.0,43114.0,387854.51,69,Private,Married,97593.72,0.0618,394987.54,50000,Senior_Planning
1227818.0,29325.0,6056.0,299872.22,31,Private,Married,61240.11,0.0499,321839.11,50000,Aggressive_Tax_Planning
2978366.87,139471.0,6012.0,217298.88,48,Self-Employed,Married,543062.52,0.1823,386187.95,0,High_Income_Strategy
737210.9,46438.82,4431.14,110528.17,72,Private,Married,20884.53,0.0283,209125.27,50000,Senior_Planning
954560.39,69657.56,31646.33,292937.43,26,Business,Single,19273.18,0.0202,278549.66,0,Standard_Planning
2078766.09,50323.0,89080.0,361945.39,51,Private,Married,219154.32,0.1054,429420.7,50000,High_Income_Strategy
2414728.79,59402.0,14724.0,169167.79,36,Private,Married,404487.72,0.1675,348907.66,50000,High_Income_Strategy
482771.96,30871.85,43666.38,54630.75,24,Private,Married,5387.35,0.0112,145237.5,50000,Standard_Planning
2187573.83,33355.0,56956.0,475597.09,23,Business,Single,232959.71,0.1065,449563.32,0,High_Income_Strategy
2712061.24,41032.0,95423.0,611254.2,51,Private,Married,339877.84,0.1253,506285.27,50000,High_Income_Strategy
2002030.83,117257.0,68245.0,61621.93,58,Government,Married,274530.95,0.1371,350102.67,50000,High_Income_Strategy
1846239.04,126361.0,70277.0,113770.89,52,Government,Married,206179.01,0.1117,369847.57,50000,High_Income_Strategy
1996534.32,78304.0,66721.0,733538.77,63,Private,Married,102537.87,0.0514,520380.83,50000,Senior_Planning
1570299.08,102009.0,6981.0,288355.66,32,Government,Single,113974.31,0.0726,375959.0,50000,High_Income_Strategy
557302.08,93887.59,44865.53,28603.35,24,Private,Married,7277.17,0.0131,166601.08,50000,Standard_Planning
1934136.06,1287.0,49982.0,674240.74,65,Retired,Single,121394.27,0.0628,482056.18,0,Senior_Planning
1567494.2,86.0,60688.0,511505.98,67,Private,Married,77253.42,0.0493,411804.77,50000,Senior_Planning
1777764.35,71193.0,27134.0,510123.33,34,Private,Single,113217.32,0.0637,441445.16,50000,High_Income_Strategy
1085358.01,50394.0,6429.0,76519.17,27,Private,Single,70514.47,0.065,268117.23,50000,Aggressive_Tax_Planning
471142.27,6932.2,5301.02,82940.17,30,Private,Married,6550.38,0.0139,140446.01,50000,Standard_Planning
2258361.84,85174.0,31587.0,56679.88,63,Private,Single,377495.34,0.1672,327113.56,50000,Senior_Planning
1780236.26,58718.0,30839.0,312456.72,67,Private,Single,163337.86,0.0918,392095.85,50000,Senior_Planning
858770.61,130795.88,58287.5,218347.14,63,Private,Married,10469.68,0.0122,257466.75,50000,Senior_Planning
984057.13,67610.95,9008.33,35930.66,59,Business,Single,57955.12,0.0589,249070.7,0,Standard_Planning
661298.16,34676.49,50882.2,124181.26,30,Private,Married,10481.03,0.0158,195844.0,50000,Standard_Planning
2282177.99,3392.0,29275.0,756559.45,48,Private,Married,193167.4,0.0846,518872.13,50000,High_Income_Strategy
1685200.15,28642.0,1580.0,129004.7,38,Government,Single,203103.72,0.1205,322678.73,50000,High_Income_Strategy
1254363.49,90994.0,99346.0,418570.8,48,Private,Single,28127.08,0.0224,363234.33,50000,Aggressive_Tax_Planning
722698.73,30568.99,62341.16,161914.71,63,Private,Married,11329.44,0.0157,214152.56,50000,Senior_Planning
741361.85,56618.34,22257.51,160936.62,71,Private,Married,13161.14,0.0178,218143.76,50000,Senior_Planning
737079.25,79599.72,25820.1,71857.85,53,Private,Single,19219.37,0.0261,210749.36,50000,Standard_Planning
2161341.47,15509.0,8404.0,555747.11,62,Retired,Single,220484.58,0.102,453853.95,0,Senior_Planning
1396726.38,69166.0,5708.0,413278.31,62,Private,Married,63737.56,0.0456,372041.08,50000,Senior_Planning
2132294.81,110874.0,63293.0,271038.0,56,Private,Single,253372.02,0.1188,411903.96,50000,High_Income_Strategy
793455.05,19368.39,42871.87,193633.61,51,Business,Married,16908.44,0.0213,230649.53,0,Standard_Planning
1538058.69,46950.0,21655.0,539553.0,34,Private,Married,67064.51,0.0436,412809.8,50000,High_Income_Strategy
1492605.81,85714.0,82914.0,537721.03,32,Private,Married,44656.06,0.0299,421036.95,50000,Aggressive_Tax_Planning
628684.3,17293.43,42052.77,7615.63,62,Self-Employed,Married,19419.14,0.0309,176730.36,0,Senior_Planning
1598874.26,46412.0,272.0,394909.0,44,Private,Married,110714.5,0.0692,388134.27,50000,High_Income_Strategy
1395297.45,3613.0,77380.0,557673.74,75,Retired,Married,40034.39,0.0287,395298.41,0,Senior_Planning
613891.31,89237.21,14223.78,190528.5,30,Government,Married,3634.89,0.0059,187899.19,50000,Standard_Planning
2509572.78,128539.0,48988.0,697392.15,56,Government,Married,237011.93,0.0944,545974.77,50000,High_Income_Strategy
417701.94,21058.92,42633.22,80091.87,45,Private,Married,1243.73,0.003,129079.27,50000,Standard_Planning
2384344.46,45420.0,82617.0,766578.95,65,Private,Married,192329.41,0.0807,551586.06,50000,Senior_Planning
1153400.89,105453.0,12010.0,140751.96,50,Business,Married,61649.0,0.0534,298212.07,0,Aggressive_Tax_Planning
1376613.04,2222.0,9100.0,46425.52,51,Government,Married,147905.03,0.1074,281598.23,50000,Aggressive_Tax_Planning
1390229.83,140214.0,4110.0,253948.59,31,Private,Married,76745.33,0.0552,357006.38,50000,Aggressive_Tax_Planning
868811.25,62505.56,8012.77,68564.1,55,Private,Married,36891.8,0.0425,234177.31,50000,Standard_Planning
1742498.33,20391.0,26058.0,142513.62,24,Private,Single,211703.14,0.1215,331956.34,50000,High_Income_Strategy
701522.05,23064.3,35294.18,110419.19,67,Government,Married,16405.42,0.0234,202469.46,50000,Senior_Planning
400430.97,59984.04,13714.27,4868.33,54,Private,Married,3736.95,0.0093,121197.52,50000,Standard_Planning
2739837.29,12727.0,35399.0,430125.09,41,Government,Single,432614.89,0.1579,422214.34,50000,High_Income_Strategy
1320445.18,145593.0,40208.0,251777.53,40,Government,Married,59727.2,0.0452,352251.7,50000,Aggressive_Tax_Planning
471090.54,30401.83,17861.35,186207.4,63,Private,Single,0.0,0.0,146980.25,50000,Senior_Planning
2260518.55,127053.0,94113.0,617766.75,36,Business,Married,174612.31,0.0772,530669.48,0,High_Income_Strategy
2413597.38,22549.0,19237.0,701717.47,57,Government,Married,248069.3,0.1028,504973.08,50000,High_Income_Strategy
366564.46,61434.19,2727.32,96832.82,31,Private,Married,0.0,0.0,114368.11,50000,Standard_Planning
399358.64,57708.8,51653.07,83947.3,45,Private,Married,0.0,0.0,124599.9,50000,Standard_Planning
453059.95,82887.1,33655.84,2424.04,28,Business,Married,4372.83,0.0097,136981.87,0,Standard_Planning
1338540.52,100343.0,20912.0,168385.6,65,Private,Married,88171.18,0.0659,329453.46,50000,Senior_Planning
1977833.66,65365.0,11838.0,348979.43,64,Private,Married,211115.18,0.1067,405968.92,50000,Senior_Planning
561569.83,98389.54,34578.7,128427.43,28,Private,Married,2609.06,0.0046,172600.73,50000,Standard_Planning
1928293.73,142527.0,70840.0,220989.62,63,Self-Employed,Married,193423.65,0.1003,408203.99,0,Senior_Planning
1936427.6,35090.0,55421.0,171094.4,25,Private,Single,249544.53,0.1289,354620.88,50000,High_Income_Strategy
1781788.48,87656.0,38164.0,595033.27,45,Business,Married,90674.52,0.0509,465243.48,0,High_Income_Strategy
1751011.08,114474.0,79126.0,653955.15,29,Government,Married,62939.13,0.0359,483376.33,50000,High_Income_Strategy
611834.73,10149.37,38700.3,116468.27,30,Government,Married,10218.87,0.0167,180673.56,50000,Standard_Planning
2899055.32,134463.0,71061.0,483943.67,38,Government,Married,416391.35,0.1436,488113.91,50000,High_Income_Strategy
300000.0,31425.69,40269.09,103098.85,29,Private,Single,0.0,0.0,93600.0,50000,Standard_Planning
790480.82,20039.76,37396.62,201832.66,52,Private,Married,16246.03,0.0206,230383.99,50000,Standard_Planning
994857.88,115430.01,8098.74,182473.43,73,Private,Single,32640.99,0.0328,277754.67,50000,Senior_Planning
2091550.85,87051.0,94603.0,432774.02,70,Private,Married,189051.94,0.0904,463511.93,50000,Senior_Planning
2040625.68,129292.0,77754.0,732224.29,65,Private,Married,99081.92,0.0486,537593.29,50000,Senior_Planning
3327787.11,83792.0,88039.0,911302.84,42,Private,Married,427331.82,0.1284,610937.76,50000,High_Income_Strategy
2867263.95,144261.0,71565.0,512094.99,48,Private,Single,394475.0,0.1376,500111.35,50000,High_Income_Strategy
1507506.03,103469.0,33784.0,29738.51,39,Self-Employed,Married,153533.78,0.1018,316808.11,0,High_Income_Strategy
541975.26,63006.63,57011.76,101186.96,20,Government,Married,3680.04,0.0068,165416.25,50000,Standard_Planning
2187207.38,103260.0,22704.0,616893.81,53,Private,Married,180530.89,0.0825,501877.81,50000,High_Income_Strategy
306286.43,70856.61,25009.64,74585.64,65,Private,Married,0.0,0.0,95561.37,50000,Senior_Planning
745564.49,32382.67,9515.08,60098.38,65,Self-Employed,Married,27931.11,0.0375,204685.01,0,Senior_Planning
1804152.55,8882.0,36347.0,441174.98,28,Private,Married,147614.63,0.0818,415280.97,50000,High_Income_Strategy
507118.44,14975.53,35078.26,144420.58,21,Private,Single,3257.49,0.0064,154963.46,50000,Standard_Planning
1153315.58,80953.0,96864.0,338387.84,34,Business,Married,27259.52,0.0236,332574.94,0,Aggressive_Tax_Planning
2730634.62,13316.0,16885.0,642930.8,51,Self-Employed,Married,368940.88,0.1351,483017.12,0,High_Income_Strategy
430085.18,64258.68,58319.01,118021.08,30,Government,Single,0.0,0.0,134186.58,50000,Standard_Planning
378967.56,56591.04,15707.93,99497.31,55,Business,Single,0.0,0.0,118237.88,0,Standard_Planning
1936839.03,95557.0,9148.0,603377.82,42,Business,Married,125581.29,0.0648,478712.49,0,High_Income_Strategy
1116913.62,48597.0,23930.0,428304.94,73,Self-Employed,Single,25072.5,0.0224,323404.55,0,Senior_Planning
1037868.66,103107.0,17828.0,157134.91,20,Private,Single,40528.61,0.039,283286.42,50000,Aggressive_Tax_Planning
1510181.59,50290.0,5002.0,432282.73,55,Retired,Married,82702.23,0.0548,388474.43,0,High_Income_Strategy
1445681.27,141467.0,22933.0,33000.84,35,Private,Married,129642.33,0.0897,321410.23,50000,Aggressive_Tax_Planning
2137995.41,7491.0,41551.0,246901.2,41,Self-Employed,Married,301720.29,0.1411,365334.28,0,High_Income_Strategy
1538857.99,108903.0,82792.0,224460.23,23,Private,Married,103522.17,0.0673,376601.52,50000,High_Income_Strategy
1131857.34,76381.0,60091.0,163148.48,44,Private,Married,51828.95,0.0458,301310.54,50000,Aggressive_Tax_Planning
3028137.48,99334.0,64801.0,847405.88,41,Private,Married,356178.14,0.1176,588600.75,50000,High_Income_Strategy
1578335.55,10105.0,7157.0,376780.98,60,Private,Married,116332.85,0.0737,376107.84,50000,Senior_Planning
529721.87,38685.34,51474.92,174329.99,29,Government,Married,792.04,0.0015,164481.18,50000,Standard_Planning
1118840.79,25955.0,63779.0,317234.16,65,Private,Single,35034.75,0.0313,314043.57,50000,Senior_Planning
3294400.87,19004.0,94170.0,401962.14,58,Private,Married,594130.6,0.1803,433722.47,50000,High_Income_Strategy
1128379.95,106565.0,22746.0,293858.45,73,Self-Employed,Married,34341.89,0.0304,317712.65,0,Senior_Planning
411315.19,69614.51,23831.95,70430.06,27,Private,Single,0.0,0.0,128330.34,50000,Standard_Planning
1521095.02,69964.0,91372.0,213701.52,20,Private,Married,108379.96,0.0713,366201.69,50000,High_Income_Strategy
2614049.03,143614.0,84125.0,459825.5,51,Business,Single,328063.18,0.1255,487520.12,0,High_Income_Strategy
1706522.89,31216.0,57571.0,247866.66,49,Private,Married,161166.0,0.0944,371269.14,50000,High_Income_Strategy
349148.96,22372.29,8429.56,40260.86,62,Business,Single,1460.48,0.0042,107473.99,0,Senior_Planning
428901.63,32790.63,46151.17,162096.71,36,Private,Married,0.0,0.0,133817.31,50000,Standard_Planning
2019067.32,137195.0,26927.0,571014.3,66,Self-Employed,Married,138822.07,0.0688,491126.94,0,Senior_Planning
